DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662082,PA14_69110,CDS,6163896,6164873,+,,,oxidoreductase,,,YP_793706.1 ; WP_003096329.1,978,326,34,6.96,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662084,PA14_69130,CDS,6165123,6166469,+,glpT,,sn-glycerol-3-phosphate transporter,,,YP_793707.1 ; WP_003096330.1,1347,449,49.3,9.06,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662086,PA14_69140,CDS,6166506,6167474,-,,,"CDP-6-deoxy-delta-3,4-glucoseen reductase",,,YP_793708.1 ; WP_003096331.1,969,323,35.4,5.8,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662088,PA14_69150,CDS,6167474,6168940,-,,,hypothetical protein,,,YP_793709.1 ; WP_003096332.1,1467,489,54.6,6.53,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662090,PA14_69170,CDS,6169019,6171007,-,,,O-antigen acetylase,,,YP_793710.1 ; WP_003141952.1,1989,663,73.7,7.83,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662092,PA14_69190,CDS,6171078,6172337,-,rho,,transcription termination factor Rho,,,YP_793711.1 ; WP_003096334.1,1260,420,47.1,6.82,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662094,PA14_69200,CDS,6172582,6172908,-,trxA,,thioredoxin,,,YP_793712.1 ; WP_003096336.1,327,109,11.9,4.47,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662096,PA14_69220,CDS,6173092,6174612,+,ppx,,exopolyphosphatase,,,YP_793713.1 ; WP_003096337.1,1521,507,56.4,6.7,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662098,PA14_69230,CDS,6174599,6176809,-,ppk,,polyphosphate kinase,,,YP_793714.1 ; WP_003141953.1,2211,737,83.2,7.72,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662100,PA14_69240,CDS,6176827,6177840,-,hemB,,delta-aminolevulinic acid dehydratase,,,YP_793715.1 ; WP_003096352.1,1014,338,37,4.83,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662102,PA14_69250,CDS,6178084,6178674,+,,,hypothetical protein,,,YP_793716.1 ; WP_003096354.1,591,197,22.1,10.43,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662104,PA14_69260,CDS,6178839,6179507,+,,,isoprenoid biosynthesis protein with amidotransferase-like domain,,,YP_793717.1 ; WP_003099212.1,669,223,23.4,4.72,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662106,PA14_69270,CDS,6179603,6180076,+,,,hypothetical protein,,,YP_793718.1 ; WP_003096359.1,474,158,17,8.53,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662108,PA14_69280,CDS,6180061,6180543,-,,,hypothetical protein,,,YP_793719.1 ; WP_003136094.1,483,161,17.8,7.93,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662110,PA14_69300,CDS,6180610,6182511,-,,,hypothetical protein,,,YP_793720.1 ; WP_003141955.1,1902,634,68,4.93,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662112,PA14_69310,CDS,6182616,6183245,-,,,LysE family efflux protein,,,YP_793721.1 ; WP_003096365.1,630,210,22.3,11.13,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662114,PA14_69320,CDS,6183475,6184233,-,,,integral membrane transport protein,,,YP_793722.1 ; WP_003096367.1,759,253,27.5,7.09,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662116,PA14_69330,CDS,6184240,6184818,-,,,hypothetical protein,,,YP_793723.1 ; WP_003123700.1,579,193,21.2,10.54,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662118,PA14_69340,CDS,6184818,6186734,-,,,ABC transporter ATP-binding protein,,,YP_793724.1 ; WP_003141958.1,1917,639,70.8,5.88,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662120,PA14_69350,CDS,6186780,6187259,+,,,hypothetical protein,,,YP_793725.1 ; WP_003099227.1,480,160,17.8,5.84,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662122,PA14_69370,CDS,6187256,6188314,-,algP,,alginate regulatory protein AlgP,,,YP_793726.1 ; WP_011666786.1,1059,353,34554.3,11.38,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662124,PA14_69380,CDS,6188440,6189069,+,,,"peptidyl-prolyl cis-trans isomerase, FkbP-type",,,YP_793727.1 ; WP_003141961.1,630,210,23.1,5.12,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662126,PA14_69390,CDS,6189131,6189613,-,algQ,,anti-RNA polymerase sigma 70 factor,,,YP_793728.1 ; WP_003120370.1,483,161,18,4.57,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662128,PA14_69400,CDS,6189893,6190384,-,dsbB2,dsbH ; PadsbB2,DsbB2,Class 1,DsbB2 ; disulfide bond formation protein,YP_793729.1 ; WP_003099230.1,492,164,17.8,8.12,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662130,PA14_69420,CDS,6190564,6191802,-,,,enzyme of heme biosynthesis,,,YP_793730.1 ; WP_003096390.1,1239,413,46.6,9,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662132,PA14_69430,CDS,6191799,6192929,-,,,hypothetical protein,,,YP_793731.1 ; WP_003096392.1,1131,377,40.8,4.72,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662134,PA14_69440,CDS,6192956,6193711,-,hemD,,uroporphyrinogen-III synthase,,,YP_793732.1 ; WP_003114032.1,756,252,27.2,4.76,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662136,PA14_69450,CDS,6193708,6194649,-,hemC,,porphobilinogen deaminase,,,YP_793733.1 ; WP_003141963.1,942,314,33.6,5.26,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662138,PA14_69470,CDS,6194758,6195504,-,algR,,alginate biosynthesis regulatory protein AlgR,,,YP_793734.1 ; WP_003096397.1,747,249,27.6,7.28,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662140,PA14_69480,CDS,6195509,6196585,-,algZ,,alginate biosynthesis protein AlgZ/FimS,,,YP_793735.1 ; WP_003096404.1,1077,359,40.1,7.44,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662142,PA14_69500,CDS,6196810,6198204,+,argH,,argininosuccinate lyase,,,YP_793736.1 ; WP_003141964.1,1395,465,51.6,5.37,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662144,PA14_69510,CDS,6198335,6199408,-,,,hypothetical protein,,,YP_793737.1 ; WP_003141965.1,1074,358,40.8,7.75,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662146,PA14_69520,CDS,6199461,6202985,-,,,hypothetical protein,,,YP_793738.1 ; WP_003141967.1,3525,1175,129.3,6.99,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662148,PA14_69540,CDS,6202982,6203863,-,,,hypothetical protein,,,YP_793739.1 ; WP_003141969.1,882,294,33.5,5.07,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662150,PA14_69550,CDS,6203853,6205895,-,,,hypothetical protein,,,YP_793740.1 ; WP_011666787.1,2043,681,75.7,7.13,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662152,PA14_69560,CDS,6206092,6206610,-,hcpB,,secreted protein Hcp,,,YP_793741.1 ; WP_003083317.1,519,173,19.1,5.76,Extracellular [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662154,PA14_69570,CDS,6206903,6207883,-,corA,,magnesium/cobalt transport protein,,,YP_793742.1 ; WP_003096411.1,981,327,37.4,5.12,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662156,PA14_69580,CDS,6207985,6208260,+,,,hypothetical protein,,,YP_793743.1 ; WP_003114340.1,276,92,10.1,3.87,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662158,PA14_69590,CDS,6208279,6209160,+,,,ABC-type amino acid transporter,,,YP_793744.1 ; WP_003141974.1,882,294,33.5,9.51,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662160,PA14_69600,CDS,6209203,6209436,+,,,hypothetical protein,,,YP_793745.1 ; WP_003096418.1,234,78,8.2,4.66,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662162,PA14_69610,CDS,6209585,6212437,+,cyaA,,adenylate cyclase,,,YP_793746.1 ; WP_003141975.1,2853,951,108.8,6.78,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662164,PA14_69620,CDS,6212478,6213176,+,,,hypothetical protein,,,YP_793747.1 ; WP_003096422.1,699,233,25.2,9.34,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662166,PA14_69630,CDS,6213220,6213624,-,rnk,,nucleoside diphosphate kinase regulator,,,YP_793748.1 ; WP_003096424.1,405,135,14.4,4.18,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662168,PA14_69640,CDS,6213947,6214282,-,cyaY,,frataxin-like protein,,,YP_793749.1 ; WP_003121284.1,336,112,12.3,3.97,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662170,PA14_69660,CDS,6214536,6214676,+,lppL,,lipopeptide LppL,,,YP_793750.1 ; WP_003096430.1,141,47,5.1,9.75,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662172,PA14_69670,CDS,6214687,6215934,+,lysA,,diaminopimelate decarboxylase,,,YP_793751.1 ; WP_003096431.1,1248,416,45.5,5.35,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662174,PA14_69690,CDS,6215945,6216775,+,dapF,,diaminopimelate epimerase,,,YP_793752.1 ; WP_003098223.1,831,277,30.3,7.67,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662176,PA14_69700,CDS,6216806,6217507,+,,,hypothetical protein,,,YP_793753.1 ; WP_003141978.1,702,234,25.8,5.54,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662178,PA14_69710,CDS,6217527,6218438,+,xerC,,site-specific tyrosine recombinase XerC,,,YP_793754.1 ; WP_003096434.1,912,304,33.9,10.47,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662180,PA14_69720,CDS,6218435,6219133,+,,,hydrolase,,,YP_793755.1 ; WP_003096435.1,699,233,25.9,5.91,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662182,PA14_69740,CDS,6219164,6220333,-,,,MFS transporter,,,YP_793756.1 ; WP_003141980.1,1170,390,39.8,9.85,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662184,PA14_69750,CDS,6220496,6221872,+,,,transcriptional regulator,,,YP_793757.1 ; WP_003109813.1,1377,459,50.9,7.77,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662186,PA14_69760,CDS,6221897,6222811,-,,,fimbrial protein,,,YP_793758.1 ; WP_003096438.1,915,305,31.8,9.05,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662188,PA14_69770,CDS,6223248,6223565,-,sutA,,SutA,Class 1,SutA ; hypothetical protein,YP_793759.1 ; WP_003096440.1,318,106,11.2,3.87,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662190,PA14_69780,CDS,6223643,6224068,-,,,hypothetical protein,,,YP_793760.1 ; WP_003096441.1,426,142,15.9,6.79,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662192,PA14_69795,CDS,6224329,6225657,-,amtB,,ammonium transporter,,,YP_793761.1 ; WP_003109815.1,1329,443,45.8,5.58,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662194,PA14_69810,CDS,6225697,6226035,-,glnK,,nitrogen regulatory protein P-II 2,,,YP_793762.1 ; WP_003096476.1,339,113,12.3,5.22,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662196,PA14_69820,CDS,6226475,6226735,+,,,hypothetical protein,,,YP_793763.1 ; WP_003096478.1,261,87,9.5,4.81,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662198,PA14_69840,CDS,6226776,6228269,+,,,magnesium chelatase,,,YP_793764.1 ; WP_003141984.1,1494,498,53.1,7.88,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662200,PA14_69850,CDS,6228394,6230379,+,,,choline transporter,,,YP_793765.1 ; WP_003096496.1,1986,662,73.5,6.74,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662202,PA14_69870,CDS,6230422,6231471,-,pchP,,phosphorylcholine phosphatase,,,YP_793766.1 ; WP_003110458.1,1050,350,39.1,5.76,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662204,PA14_69880,CDS,6231622,6232539,-,,,LysR family transcriptional regulator,,,YP_793767.1 ; WP_003141986.1,918,306,34.6,6.41,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662206,PA14_69890,CDS,6232688,6234154,+,,,multidrug efflux protein NorA,,,YP_793768.1 ; WP_003110456.1,1467,489,50.6,8.96,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662208,PA14_69900,CDS,6234066,6235742,-,,,hypothetical protein,,,YP_793769.1 ; WP_003121292.1,1677,559,62.3,5.28,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662210,PA14_69910,CDS,6235930,6237939,+,rep,,ATP-dependent DNA helicase Rep,,,YP_793770.1 ; WP_003110454.1,2010,670,77,5.96,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662212,PA14_69925,CDS,6238073,6239791,+,poxB,,pyruvate dehydrogenase (cytochrome),,,YP_793771.1 ; WP_003141989.1,1719,573,62.3,6.18,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662214,PA14_69940,CDS,6239955,6240527,+,xpt,,xanthine phosphoribosyltransferase,,,YP_793772.1 ; WP_003096508.1,573,191,20.6,6.64,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662216,PA14_69950,CDS,6240535,6242394,-,,,hypothetical protein,,,YP_793773.1 ; WP_003141992.1,1860,620,68.7,5.56,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662218,PA14_69970,CDS,6242604,6243014,-,cycB,,cytochrome c5,,,YP_793774.1 ; WP_003098270.1,411,137,13.5,7.21,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662220,PA14_69980,CDS,6243236,6243784,-,,,transcriptional regulator,,,YP_793775.1 ; WP_003096513.1,549,183,19.9,5.32,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662222,PA14_69990,CDS,6243935,6245008,-,dadX,,alanine racemase,,,YP_793776.1 ; WP_003096515.1,1074,358,39,7.05,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662224,PA14_70010,CDS,6245099,6245452,-,,,hypothetical protein,,,YP_793777.1 ; WP_003098273.1,354,118,13,4.47,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662226,PA14_70040,CDS,6245427,6246725,-,dadA,,D-amino acid dehydrogenase small subunit,,,YP_793778.1 ; WP_003098274.1,1299,433,47.1,7.49,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662228,PA14_70050,CDS,6247082,6247426,-,,,hypothetical protein,,,YP_793779.1 ; WP_003096521.1,345,115,11.5,10.1,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662230,PA14_70060,CDS,6247439,6247630,-,,,lipoprotein,,,YP_793780.1 ; WP_003096523.1,192,64,6.8,4.76,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662232,PA14_70070,CDS,6247651,6250215,-,,,hypothetical protein,,,YP_793781.1 ; WP_003141996.1,2565,855,93,7.76,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662234,PA14_70080,CDS,6250369,6250857,+,lrp,,leucine-responsive regulatory protein,,,YP_793782.1 ; WP_003096535.1,489,163,18.9,8.25,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662236,PA14_70100,CDS,6251036,6252355,+,,,oxidoreductase,,,YP_793783.1 ; WP_003141998.1,1320,440,47.7,7.37,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662238,PA14_70110,CDS,6252441,6254030,+,,,cardiolipin synthase,,,YP_793784.1 ; WP_003141999.1,1590,530,59.2,9.66,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662240,PA14_70120,CDS,6254034,6255197,-,,,MFS transporter,,,YP_793785.1 ; WP_003096541.1,1164,388,40.5,8.81,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662242,PA14_70140,CDS,6255344,6256837,-,,,aldehyde dehydrogenase,,,YP_793786.1 ; WP_003136252.1,1494,498,53.1,5.25,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662244,PA14_70160,CDS,6257067,6258401,+,,,omega amino acid--pyruvate transaminase,,,YP_793787.1 ; WP_003096546.1,1335,445,48.3,6.8,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662246,PA14_70170,CDS,6258467,6258829,+,,,hypothetical protein,,,YP_793788.1 ; WP_003096551.1,363,121,13.4,6.51,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662248,PA14_70180,CDS,6258966,6259121,-,rpmG,,50S ribosomal protein L33,,,YP_793789.1 ; WP_003096555.1,156,52,6,10.63,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662250,PA14_70190,CDS,6259133,6259369,-,rpmB,,50S ribosomal protein L28,,,YP_793790.1 ; WP_003096556.1,237,79,9.1,12.23,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662252,PA14_70200,CDS,6259725,6261305,+,dppA5,,dipeptide ABC transporter substrate-binding protein DppA5,Class 1,dipeptide ABC transporter substrate-binding protein DppA5 ; dipeptide ABC transporter substrate-binding protein,YP_793791.1 ; WP_003096557.1,1581,527,57.9,6.96,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662254,PA14_70220,CDS,6261360,6261551,+,,,hypothetical protein,,,YP_793792.1 ; ,192,64,7144.3,12.43,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662256,PA14_70230,CDS,6261568,6262242,-,radC,,DNA repair protein RadC,,,YP_793793.1 ; WP_003096559.1,675,225,24.9,7.31,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662258,PA14_70240,CDS,6262382,6263590,+,coaC,,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase,,,YP_793794.1 ; WP_003098292.1,1209,403,43.1,6.25,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662260,PA14_70260,CDS,6263598,6264053,+,dut,,deoxyuridine 5'-triphosphate nucleotidohydrolase,,,YP_793795.1 ; WP_003096567.1,456,152,16,5.47,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662262,PA14_70270,CDS,6264129,6266693,+,algC,,phosphomannomutase,,,YP_793796.1 ; ,2565,855,90946.9,4.98,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662264,PA14_70280,CDS,6266710,6267615,+,argB,,acetylglutamate kinase,,,YP_793797.1 ; WP_003096572.1,906,302,31.8,6.81,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662266,PA14_70290,CDS,6267659,6268729,-,sphR,,"Sphingosine-responsive Regulator, SphR",Class 1,"Sphingosine-responsive Regulator, SphR ; transcriptional regulator",YP_793798.1 ; WP_003098298.1,1071,357,39.8,8.05,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662268,PA14_70300,CDS,6268955,6269905,+,sphA,,SphA,Class 1,SphA ; hypothetical protein,YP_793799.1 ; WP_003142004.1,951,317,35.6,5.21,Outer Membrane [Class 2] ; Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662270,PA14_70310,CDS,6269976,6271184,-,sphD,,SphD,Class 1,SphD ; hypothetical protein,YP_793800.1 ; WP_003142005.1,1209,403,44.5,8.41,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662272,PA14_70330,CDS,6271267,6272595,-,sphC,,SphC,Class 1,SphC ; oxidoreductase,YP_793801.1 ; WP_003142007.1,1329,443,49.4,6.68,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662274,PA14_70340,CDS,6272673,6273062,-,sphB,,SphB,Class 1,SphB ; cytochrome c(mono-heme type),YP_793802.1 ; WP_003142009.1,390,130,13.5,5.65,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662276,PA14_70350,CDS,6273236,6273700,+,,,hypothetical protein,,,YP_793803.1 ; WP_003096582.1,465,155,17.7,4.98,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662278,PA14_70360,CDS,6273680,6274297,-,,,hypothetical protein,,,YP_793804.1 ; WP_003136264.1,618,206,22.4,9.39,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662280,PA14_70370,CDS,6274318,6274959,-,pyrE,,orotate phosphoribosyltransferase,,,YP_793805.1 ; WP_003096586.1,642,214,23.3,5.12,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662282,PA14_70390,CDS,6275040,6275819,+,crc,,catabolite repression control protein,,,YP_793806.1 ; WP_003098313.1,780,260,29.8,5.17,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662284,PA14_70400,CDS,6275878,6276249,-,,,hypothetical protein,,,YP_793807.1 ; WP_003096590.1,372,124,13.6,7.18,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662286,PA14_70420,CDS,6276296,6277015,-,rph,,ribonuclease PH,,,YP_793808.1 ; WP_003096595.1,720,240,25.7,5.89,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662288,PA14_70430,CDS,6277196,6278059,+,,,hypothetical protein,,,YP_793809.1 ; WP_003096599.1,864,288,31.7,5.77,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662290,PA14_70440,CDS,6278118,6278729,+,gmk,,guanylate kinase,,,YP_793810.1 ; WP_003098317.1,612,204,23.1,5.34,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662292,PA14_70450,CDS,6278818,6279084,+,rpoZ,,DNA-directed RNA polymerase subunit omega,,,YP_793811.1 ; WP_003096602.1,267,89,9.8,3.95,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662294,PA14_70470,CDS,6279150,6281255,+,spoT,,"guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",,,YP_793812.1 ; WP_003096603.1,2106,702,78.9,9.35,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662296,PA14_70480,CDS,6281317,6281697,+,,,hypothetical protein,,,YP_793813.1 ; WP_003096609.1,381,127,13.6,4.81,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662298,PA14_70490,CDS,6281752,6282483,+,,,lipoprotein,,,YP_793814.1 ; WP_003142013.1,732,244,26.1,4.42,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662300,PA14_70510,CDS,6282490,6283110,-,,,hypothetical protein,,,YP_793815.1 ; WP_003096613.1,621,207,22.3,11.8,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662302,PA14_70530,CDS,6283177,6283977,-,,,AraC family transcriptional regulator,,,YP_793816.1 ; WP_003096615.1,801,267,29.6,10.27,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662304,PA14_70550,CDS,6283977,6284828,-,,,hypothetical protein,,,YP_793817.1 ; WP_003096618.1,852,284,30.8,6.16,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662306,PA14_70560,CDS,6284966,6285898,+,,,LysR family transcriptional regulator,,,YP_793818.1 ; WP_003096622.1,933,311,34.3,6.74,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662308,PA14_70570,CDS,6285895,6287970,+,recG,,ATP-dependent DNA helicase RecG,,,YP_793819.1 ; WP_003096624.1,2076,692,76.2,7.31,Cytoplasmic [Class 3]
